"Artifact ID","Title","Description","Submitted By","Submitted On","Last Modified","Closed","Group","Status","Category","Priority","Assigned To","In code","Item Link"
"artf1245","Initial values set by StartCOM()","An initial value for a given unqueued message object shall be set by the StartCOM() call from values specified in the OIL file. See 2.2.5.2 p15 (doc1004). Duplicate of artf1261.","Ken Tindell","03/08/2007 6:45 PM","03/15/2007 1:15 AM","03/15/2007 1:15 AM","OSEK COM","Replaced","","4","None","No","http://10.211.55.3/sf/go/artf1245/"
"artf1120","No pre/post hook calls if ShutdownOS() called","The RTOS shall not call PostTaskHook if ShutdownOS() is called while a task is running. See 11.5 p43 (doc1002). [OSEK036]

Replaced by artf1043.","Ken Tindell","03/08/2007 11:39 AM","03/14/2007 4:30 PM","03/14/2007 4:30 PM","OSEK OS","Replaced","","4","None","Yes","http://10.211.55.3/sf/go/artf1120/"
"artf1084","GetScheduleTableStatus() processing","If the schedule table <ScheduleID>  is configured with hard syncronization strategy and no global time was provided to the Operating System, GetScheduleTableStatus() shall return SCHEDULETABLE_WAITING via the reference parameter <ScheduleStatus> and shall return E_OK. [OS354]","Ken Tindell","03/08/2007 10:56 AM","03/15/2007 12:45 AM","03/15/2007 12:45 AM","AUTOSAR OS 2.0","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1084/"
"artf1066","GetScheduleTableStatus() processing","If the schedule table <ScheduleID> is started AND synchronous, GetScheduleTableStatus() shall pass back SCHEDULETABLE_RUNNING_AND_SYNCH via the reference parameter <ScheduleStatus> and shall return E_OK. [OS290]
","Ken Tindell","03/05/2007 10:27 PM","03/15/2007 12:45 AM","03/15/2007 12:45 AM","AUTOSAR OS 2.0","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1066/"
"artf1374","OS415","OS415: An expiry point shall permit the configuration of a OsScheduleTableMaxRetard  that defines the maximum number of ticks that can be subtracted from expiry point offset. ","Ken Tindell","02/07/2008 9:55 PM","02/27/2008 12:40 PM","02/27/2008 12:40 PM","AUTOSAR OS 3.0","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1374/"
"artf1377","OS428","OS428: If schedule table processing has been cancelled before reaching the Final Expiry Point and is subsequently restarted then OS358/OS347 means that the re-start occurs from the start of the schedule table. ","Ken Tindell","02/07/2008 9:57 PM","02/27/2008 12:45 PM","02/26/2008 2:07 PM","AUTOSAR OS 3.0","Deleted","","4","None","Yes","http://10.211.55.3/sf/go/artf1377/"
"artf1378","OS439","OS439: The Operating System shall offer the OSEK error macros (OSError…()) to all configured error hooks AND there shall be two (like in OIL) global configuration parameter to switch these macros on or off. 

","Ken Tindell","02/07/2008 9:58 PM","02/27/2008 12:47 PM","02/27/2008 12:47 PM","AUTOSAR OS 3.0","Deleted","","4","None","No","http://10.211.55.3/sf/go/artf1378/"
"artf1118","PostTaskHook called every time task switched away from","PostTaskHook shall be called every time the scheduler switches away from a task. The hook shall be called prior to the state of the task changing from RUNNING. See 11.5 p43. [OSEK034].","Ken Tindell","03/08/2007 11:37 AM","01/09/2008 8:22 PM","01/09/2008 8:22 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1118/"
"artf1073","Alarm action error handling","If an error happens during the execution of an alarm action, e.g. E_OS_LIMIT caused by a task activation, the error hook(s) are called, but the IncrementCounter() service itself will return E_OK. [OS321]","Ken Tindell","03/05/2007 10:31 PM","01/24/2008 6:15 PM","01/24/2008 6:15 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1073/"
"artf1190","SetRelAlarm() behaviour","SetRelAlarm() shall set the given alarm running such that after the specified number of ticks have elapsed (relative to the time the call is made) the defined action associate with the alarm shall occur. See 13.6.3.3 p64 (doc1002). [OSEK107].
","Ken Tindell","03/08/2007 12:47 PM","01/24/2008 6:18 PM","01/24/2008 6:18 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1190/"
"artf1191","SetRelAlarm() alarm cycle time","SetRelAlarm() shall set the alarm to re-occur periodically with a given cycle time if the cycle parameter is non-zero. See 13.6.3.3 p64 (doc1002). [OSEK108]","Ken Tindell","03/08/2007 12:48 PM","01/24/2008 6:18 PM","01/24/2008 6:18 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1191/"
"artf1170","E_OS_CALLEVEL returned from ClearEvent()","ClearEvent() shall in extended status return E_OS_CALLEVEL if the caller is an interrupt service routine. See 13.5.3.2 p61 (doc1002). [OSEK087]","Ken Tindell","03/08/2007 12:35 PM","01/09/2008 8:19 PM","01/09/2008 8:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1170/"
"artf1196","SetAbsAlarm() behaviour","SetAbsAlarm() shall set the given alarm running so that it expires when the specified number of ticks equals the tick value of the counter statically associated with the alarm. [OSEK113].","Ken Tindell","03/08/2007 12:58 PM","01/24/2008 6:19 PM","01/24/2008 6:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1196/"
"artf1077","E_OS_VALUE returned from StartScheduleTableRel()","If <Offset> is zero StartScheduleTable() shall return E_OS_VALUE. [OS332]
","Ken Tindell","03/05/2007 10:38 PM","03/14/2007 3:38 PM","03/14/2007 3:38 PM","AUTOSAR OS 2.0","Replaced","","4","None","No","http://10.211.55.3/sf/go/artf1077/"
"artf1119","PreTaskHook called every time task switched to","PreTaskHook shall be called every time the scheduler switches to a task. The hook shall be called after the state of the task changing to RUNNING. See 11.5 p43 (doc1002). [OSEK035]","Ken Tindell","03/08/2007 11:38 AM","01/09/2008 8:22 PM","01/09/2008 8:22 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1119/"
"artf1041","E_OS_MISSINGEND on autoterminate","If a task returns from its entry function without making a TerminateTask() or ChainTask() call AND the ErrorHook is configured, the Operating System shall call the ErrorHook (this is done regardless of whether the task causes other errors, e.g. E_OS_RESOURCE) with status E_OS_MISSINGEND before the task leaves the RUNNING state. [OS069]

Note that the AUTOSAR spec (doc1001) does not discuss what code will be reported by OSErrorGetServiceId(). Since there is no API call active a new service ID is invented called OSServiceId_NoServiceId, and this is what is used.
","Ken Tindell","03/05/2007 10:02 PM","02/29/2008 5:10 PM","01/09/2008 8:25 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1041/"
"artf1139","GetTaskID() indicates currently running task","GetTaskID() shall indicate the currently running task or indicate INVALID_TASK if no task is running. It is callable from error hook, pre/post task hooks, tasks and category 2 ISRs [OSEK055]","Ken Tindell","03/08/2007 11:50 AM","01/09/2008 8:22 PM","01/09/2008 8:22 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1139/"
"artf1223","Error hook not called if disabled","The error hook shall not be called if the hook is statically disabled. [OSEK140]
","Ken Tindell","03/08/2007 1:19 PM","02/11/2008 12:07 AM","02/11/2008 12:07 AM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1223/"
"artf1128","E_OS_ID returned from ActivateTask()","ActivateTask() shall return E_OS_ID in extended status if the task reference does not point to a valid task. [OSEK044]","Ken Tindell","03/08/2007 11:44 AM","01/09/2008 8:25 PM","01/09/2008 8:25 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1128/"
"artf1129","ActivateTask() and task switch to higher priority task","ActivateTask() shall cause a reschedule if the activated task has a higher priority than the current priority of the current task and no category 2 ISR is executing. [OSEK045]","Ken Tindell","03/08/2007 11:44 AM","01/09/2008 8:27 PM","01/09/2008 8:27 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1129/"
"artf1102","Internal resource protocol","The RTOS shall implement internal resources according to the protocol defined in 8.7 p34 (doc1002). [OSEK018]","Ken Tindell","03/08/2007 11:24 AM","02/09/2008 6:27 PM","02/09/2008 6:27 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1102/"
"artf1114","OSErrorGetServiceId() must be defined","The RTOS shall define a macro OSErrorGetServiceId() that shall indicate the service identifier leading to the error. The service identifier shall be named as described in 11.2 p40 (doc1002). [OSEK030].
","Ken Tindell","03/08/2007 11:34 AM","02/10/2008 10:41 PM","02/10/2008 10:41 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1114/"
"artf1143","Task declaration","Tasks shall be named according to the prototype described in 13.2.5 p54 (doc1002). [OSEK059]
","Ken Tindell","03/08/2007 11:53 AM","02/10/2008 10:42 PM","02/10/2008 10:42 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1143/"
"artf1116","Tasks shall start with interrupts enabled","The RTOS shall enable interrupts prior to beginning scheduling. See 11.3 p42 (doc1002). [OSEK032].","Ken Tindell","03/08/2007 11:35 AM","02/10/2008 10:45 PM","02/10/2008 10:45 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1116/"
"artf1197","SetAbsAlarm() behaviour","SetAbsAlarm() shall ensure the alarm repeats periodically on expiry with a given cycle time if the cycle value passed to the call is non-zero. [OSEK114]","Ken Tindell","03/08/2007 12:58 PM","01/24/2008 6:33 PM","01/24/2008 6:33 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1197/"
"artf1115","Service identifier corresponds to most recent API call","The service identifier for internal services (such as alarm expiry or message reception) shall be the most recent API service call that lead to the error. [OSEK031]
","Ken Tindell","03/08/2007 11:34 AM","02/10/2008 10:49 PM","02/10/2008 10:49 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1115/"
"artf1105","Alarm callback processor level","Alarm callback routines shall run at a processor level where category 2 ISRs are disabled. [OSEK021]. Replaced by artf1211.","Ken Tindell","03/08/2007 11:26 AM","03/14/2007 1:09 PM","03/14/2007 1:09 PM","OSEK OS","Replaced","","4","None","No","http://10.211.55.3/sf/go/artf1105/"
"artf1228","OSErrorGetServiceId() is callable from the error hook","OSErrorGetServiceId() shall be callable from the error hook. See 13.8.4 p69 and 11.1 p41 (doc1002). [OSEK145]","Ken Tindell","03/08/2007 1:24 PM","02/11/2008 12:09 AM","02/11/2008 12:09 AM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1228/"
"artf1149","ResumeOSInterrupts() behaviour","ResumeOSInterrupts() shall permit nested Suspend/Resume calls and shall restore the processor level to the level at which the outermost SuspendOSInterrupts() call was made. See 13.3.2.5 p56 (doc1002). [OSEK065]","Ken Tindell","03/08/2007 12:21 PM","02/11/2008 3:03 PM","02/11/2008 3:03 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1149/"
"artf1117","Startup hook called before tasks and alarms started","The RTOS shall call the startup hook before autostarted tasks and alarms are activated for the given application mode. See 11.3 p42 (doc1002). [OSEK033].","Ken Tindell","03/08/2007 11:36 AM","02/11/2008 3:08 PM","02/11/2008 3:08 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1117/"
"artf1145","DisasbleAllInterrupts() behaviour","DisableAllInterrupts() shall raise the processor level to a point where all interrupts are prevented from being handled. See 13.3.2.2 p55 (doc1002). [OSEK061]","Ken Tindell","03/08/2007 11:54 AM","02/11/2008 3:00 PM","02/11/2008 3:00 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1145/"
"artf1158","E_OK returned from ReleaseResource()","ReleaseResource() shall in standard status return only E_OK. [OSEK075]","Ken Tindell","03/08/2007 12:27 PM","01/09/2008 8:32 PM","01/09/2008 8:32 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1158/"
"artf1181","E_OS_CALLEVEL returned from WaitEvent()","WaitEvent() shall in extended status return E_OS_CALLEVEL if the caller is running at interrupt level. See 13.5.3.4 p62 (doc1002). [OSEK098]","Ken Tindell","03/08/2007 12:42 PM","01/09/2008 8:19 PM","01/09/2008 8:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1181/"
"artf1173","GetEvent() shall in standard status return E_OK","GetEvent() shall in standard status return E_OK. See 13.5.3.3 p61 (doc1002). [OSEK090].
","Ken Tindell","03/08/2007 12:37 PM","02/11/2008 3:19 PM","02/11/2008 3:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1173/"
"artf1052","GetISRID()","If called from interrupt level, GetISRID() shall return the identifier of the currently executed ISR. [OS263]","Ken Tindell","03/05/2007 10:10 PM","01/09/2008 8:36 PM","01/09/2008 8:36 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1052/"
"artf1169","E_OS_ACCESS returned from ClearEvent()","ClearEvent() shall in extended status return E_OS_ACCESS if the calling task is not an extended task. See 13.5.3.2 p61 (doc1002). [OSEK086]
","Ken Tindell","03/08/2007 12:34 PM","01/09/2008 8:42 PM","01/09/2008 8:42 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1169/"
"artf1175","E_OS_ACCESS returned from GetEvent()","GetEvent() shall in extended status return E_OS_ACCESS if the specified task is not an extended task. See 13.5.3.3 p61 (doc1002). [OSEK092].
","Ken Tindell","03/08/2007 12:38 PM","02/11/2008 3:21 PM","02/11/2008 3:21 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1175/"
"artf1171","GetEvent() behaviour","GetEvent() shall return the status of the events for the specified task. See 13.5.3.3 p61 (doc1002). [OSEK088].","Ken Tindell","03/08/2007 12:36 PM","02/11/2008 3:23 PM","02/11/2008 3:23 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1171/"
"artf1138","E_OS_RESOURCE returned from Schedule()","Schedule() shall in extended status return E_OS_RESOURCE if the calling task has non-internal resources occupied. [OSEK054]","Ken Tindell","03/08/2007 11:49 AM","01/09/2008 8:54 PM","01/09/2008 8:54 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1138/"
"artf1156","ReleaseResource() behaviour","ReleaseResource() shall perform the counterpart to GetResource(). See 8.5, 13.4.3.1 p58 and 13.4.3.2 p59 (doc1002). [OSEK073]
","Ken Tindell","03/08/2007 12:25 PM","02/11/2008 3:35 PM","02/11/2008 3:35 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1156/"
"artf1177","WaitEvent() behaviour","WaitEvent() shall set the set of events for which the calling task is waiting to the given event mask. If none of the events has already occurred the task shall be set into the WAITING state. See 13.5.3.4 p61 (doc1002). [OSEK094]","Ken Tindell","03/08/2007 12:39 PM","02/11/2008 3:47 PM","02/11/2008 3:47 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1177/"
"artf1160","E_OS_ACCESS returned from ReleaseResource()","ReleaseResource() shall in extended status return E_OS_ACCESS if the resource has a lower ceiling priority than the statically assigned priority of the calling task or ISR. See 13.4.3.2 p59 (doc1002). [OSEK077].","Ken Tindell","03/08/2007 12:28 PM","01/09/2008 10:46 PM","01/09/2008 10:46 PM","OSEK OS","Deleted","","4","None","Yes","http://10.211.55.3/sf/go/artf1160/"
"artf1163","SetEvent() behaviour","SetEvent() shall set the events associated with a task according to the specific event mask. If the task is in the WAITING state and waiting for any of the events within the mask then the task shall be placed in the READY state and added to the back of the FIFO queue associated with the statically assigned priority of the task. See 13.5.3.1 p60 (doc1002). [OSEK080]","Ken Tindell","03/08/2007 12:30 PM","02/11/2008 4:22 PM","02/11/2008 4:22 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1163/"
"artf1225","PostTaskHook declaration","The post-task hook shall be declared as specified in 13.8.2.3 p68 (doc1002). [OSEK142]","Ken Tindell","03/08/2007 1:20 PM","02/11/2008 4:24 PM","02/11/2008 4:24 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1225/"
"artf1157","Stacking of resource locks","GetResource() and ReleaseResource() calls shall be implemented to permit the stacking of resource occupying as described in 8.2 (doc1002). See also 13.4.3.2 p59. [OSEK074]
","Ken Tindell","03/08/2007 12:26 PM","02/11/2008 4:44 PM","02/11/2008 4:44 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1157/"
"artf1218","Shutdown hook and ShutdownOS()","ShutdownOS() shall call the shutdown hook and pass through the status code passed to ShutdownOS(). [OSEK135]
","Ken Tindell","03/08/2007 1:15 PM","02/11/2008 4:50 PM","02/11/2008 4:50 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1218/"
"artf1212","Alarm callback permitted API calls","The system shall ensure that alarm callback functions may call the API calls listed in Figure 12-1 (doc1002). [OSEK129]

(Figure 12-1 lists only SuspendAllInterrupts and ResumeAllInterrupts).","Ken Tindell","03/08/2007 1:11 PM","02/11/2008 4:54 PM","02/11/2008 4:54 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1212/"
"artf1217","ShutdownOS() behaviour","ShutdownOS() shall shut down the OS. See 13.7.2.3 p67. [OSEK134].","Ken Tindell","03/08/2007 1:15 PM","02/11/2008 4:58 PM","02/11/2008 4:58 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1217/"
"artf1151","Priority ceiling protocol behaviour","GetResource() shall implement the priority ceiling protocol as described in 8.5 (doc1002). See also 13.4.3.1 p58. [OSEK068].","Ken Tindell","03/08/2007 12:22 PM","02/11/2008 5:02 PM","02/11/2008 5:02 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1151/"
"artf1097","Rescheduling cases","Rescheduling for fully preemptive tasks shall be applied only in the 7 cases listed in 4.6.1 p21 (doc1002). [OSEK013]
","Ken Tindell","03/08/2007 11:20 AM","02/11/2008 5:17 PM","02/11/2008 5:17 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1097/"
"artf1153","GetResource() shall in standard status only return E_OK","GetResource() shall in standard status only return E_OK. [OSEK070]","Ken Tindell","03/08/2007 12:24 PM","01/09/2008 8:31 PM","01/09/2008 8:31 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1153/"
"artf1180","E_OS_ACCESS returned from WaitEvent()","WaitEvent() shall in extended status return E_OS_ACCESS if the calling task is not an extended task. See 13.5.3.4 p62 (doc1002). [OSEK097]
","Ken Tindell","03/08/2007 12:41 PM","01/09/2008 9:01 PM","01/09/2008 9:01 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1180/"
"artf1161","ReleaseResource() callable from ISR level","ReleaseResource() shall be callable from a task or an ISR. See 13.4.3.2 p59 (doc1002). [OSEK078]","Ken Tindell","03/08/2007 12:29 PM","02/11/2008 5:19 PM","02/11/2008 5:19 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1161/"
"artf1168","ClearEvent() shall in standard status return E_OK","ClearEvent() shall in standard status return E_OK. See 13.5.3.2 p61 (doc1002). [OSEK085]
","Ken Tindell","03/08/2007 12:34 PM","01/09/2008 9:06 PM","01/09/2008 9:06 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1168/"
"artf1322","INVALID_ISR returned from GetISRID()","If the caller is not an ISR then INVALID_TASK is returned. [OS264]","Ken Tindell","03/14/2007 2:40 PM","01/09/2008 9:08 PM","01/09/2008 9:08 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1322/"
"artf1230","OSError_x_y()","OSError_x_y() shall return the value of the parameter named  ‘y’ of the most recent API call named ‘x’. See 13.8.4 p69 and 11.1 p41 (doc1002). [OSEK147]","Ken Tindell","03/08/2007 1:25 PM","02/11/2008 5:38 PM","02/11/2008 5:38 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1230/"
"artf1155","E_OS_ID returned from GetResource()","GetResource() shall in extended status return E_OS_ID if the specified resource is invalid. [OSEK072]
","Ken Tindell","03/08/2007 12:25 PM","01/09/2008 5:14 PM","01/09/2008 5:14 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1155/"
"artf1044","Interrupt enable/disable","If EnableAllInterrupts() / ResumeAllInterrupts() / ResumeOSInterrupts() are called and no corresponding DisableAllInterupts() / SuspendAllInterrupts() / SuspendOSInterrupts() was done before, the Operating System shall not perform this OS service. [OS092]
","Ken Tindell","03/05/2007 10:04 PM","02/11/2008 5:46 PM","02/11/2008 5:46 PM","AUTOSAR OS 2.0","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1044/"
"artf1150","Category 2 ISR declarations","Category 2 ISRs shall be declared according to the syntax specified in 13.3.3 p57 (doc1002). [OSEK067]
","Ken Tindell","03/08/2007 12:22 PM","02/08/2008 2:27 PM","02/08/2008 2:27 PM","OSEK OS","Tested","","4","None","Yes","http://10.211.55.3/sf/go/artf1150/"
